Number,Name,Type1,Type2,Gen
0782,Jangmo-o,Dragon,None,7
0783,Hakamo-o,Dragon,Fighting,7
0784,Kommo-o,Dragon,Fighting,7
0785,Tapu Koko,Electric,Fairy,7
0786,Tapu Lele,Psychic,Fairy,7
0787,Tapu Bulu,Grass,Fairy,7
0788,Tapu Fini,Water,Fairy,7
0789,Cosmog,Psychic,None,7
0790,Cosmoem,Psychic,None,7
0791,Solgaleo,Psychic,Steel,7
0792,Lunala,Psychic,Ghost,7
0793,Nihilego,Rock,Poison,7
0794,Buzzwole,Bug,Fighting,7
0795,Pheromosa,Bug,Fighting,7
0796,Xurkitree,Electric,None,7
0797,Celesteela,Steel,Flying,7
0798,Kartana,Grass,Steel,7
0799,Guzzlord,Dark,Dragon,7
0800,Necrozma,Psychic,None,7
0801,Magearna,Steel,Fairy,7
0802,Marshadow,Fighting,Ghost,7
0803,Poipole,Poison,None,7
0804,Naganadel,Poison,Dragon,7
0805,Stakataka,Rock,Steel,7
0806,Blacephalon,Fire,Ghost,7
0807,Zeraora,Electric,None,7
0808,Meltan,Steel,None,7
0809,Melmetal,Steel,None,7
0810,Grookey,Grass,None,8
0811,Thwackey,Grass,None,8
0812,Rillaboom,Grass,None,8
0813,Scorbunny,Fire,None,8
0814,Raboot,Fire,None,8
0815,Cinderace,Fire,None,8
0816,Sobble,Water,None,8
0817,Drizzile,Water,None,8
0818,Inteleon,Water,None,8
0819,Skwovet,Normal,None,8
0820,Greedent,Normal,None,8
0821,Rookidee,Flying,None,8
0822,Corvisquire,Flying,None,8
0823,Corviknight,Flying,Steel,8
0824,Blipbug,Bug,None,8
0825,Dottler,Bug,Psychic,8
0826,Orbeetle,Bug,Psychic,8
0827,Nickit,Dark,None,8
0828,Thievul,Dark,None,8
0829,Gossifleur,Grass,None,8
0830,Eldegoss,Grass,None,8
0831,Wooloo,Normal,None,8
0832,Dubwool,Normal,None,8
0833,Chewtle,Water,None,8
0834,Drednaw,Water,Rock,8
0835,Yamper,Electric,None,8
0836,Boltund,Electric,None,8
0837,Rolycoly,Rock,None,8
0838,Carkol,Rock,Fire,8
0839,Coalossal,Rock,Fire,8
0840,Applin,Grass,Dragon,8
0841,Flapple,Grass,Dragon,8
0842,Appletun,Grass,Dragon,8
0843,Silicobra,Ground,None,8
0844,Sandaconda,Ground,None,8
0845,Cramorant,Flying,Water,8
0846,Arrokuda,Water,None,8
0847,Barraskewda,Water,None,8
0848,Toxel,Electric,Poison,8
0849,Toxtricity,Electric,Poison,8
0850,Sizzlipede,Fire,Bug,8
0851,Centiskorch,Fire,Bug,8
0852,Clobbopus,Fighting,None,8
0853,Grapploct,Fighting,None,8
0854,Sinistea,Ghost,None,8
0855,Polteageist,Ghost,None,8
0856,Hatenna,Psychic,None,8
0857,Hattrem,Psychic,None,8
0858,Hatterene,Psychic,Fairy,8
0859,Impidimp,Dark,Fairy,8
0860,Morgrem,Dark,Fairy,8
0861,Grimmsnarl,Dark,Fairy,8
0862,Obstagoon,Dark,Normal,8
0863,Perrserker,Steel,None,8
0864,Cursola,Ghost,None,8
0865,Sirfetch'd,Fighting,None,8
0866,Mr. Rime,Ice,Psychic,8
0867,Runerigus,Ground,Ghost,8
0868,Milcery,Fairy,None,8
0869,Alcremie,Fairy,None,8
0870,Falinks,Fighting,None,8
0871,Pincurchin,Electric,None,8
0872,Snom,Ice,Bug,8
0873,Frosmoth,Ice,Bug,8
0874,Stonjourner,Rock,None,8
0875,Eiscue,Ice,None,8
0876,Indeedee,Psychic,Normal,8
0877,Morpeko,Electric,Dark,8
0878,Cufant,Steel,None,8
0879,Copperajah,Steel,None,8
0880,Dracozolt,Electric,Dragon,8
0881,Arctozolt,Electric,Ice,8
0882,Dracovish,Water,Dragon,8
0883,Arctovish,Water,Ice,8
0884,Duraludon,Steel,Dragon,8
0885,Dreepy,Dragon,Ghost,8
0886,Drakloak,Dragon,Ghost,8
0887,Dragapult,Dragon,Ghost,8
0888,Zacian,Fairy,None,8
0889,Zamazenta,Fighting,None,8
0890,Eternatus,Poison,Dragon,8
0891,Kubfu,Fighting,None,8
0892,Urshifu,Fighting,Dark,8
0893,Zarude,Dark,Grass,8
0894,Regieleki,Electric,None,8
0895,Regidrago,Dragon,None,8
0896,Glastrier,Ice,None,8
0897,Spectrier,Ghost,None,8
0898,Calyrex,Psychic,Grass,8
0899,Wyrdeer,Normal,Psychic,8
0900,Kleavor,Bug,Rock,8
0901,Ursaluna,Ground,Normal,8
0902,Basculegion,Water,Ghost,8
0903,Sneasler,Fighting,Poison,8
0904,Overqwil,Dark,Poison,8
0905,Enamorus,Fairy,Flying,8
0906,Sprigatito,Grass,None,9
0907,Floragato,Grass,None,9
0908,Meowscarada,Grass,Dark,9
0909,Fuecoco,Fire,None,9
0910,Crocalor,Fire,None,9
0911,Skeledirge,Fire,Ghost,9
0912,Quaxly,Water,None,9
0913,Quaxwell,Water,None,9
0914,Quaquaval,Water,Fighting,9
0915,Lechonk,Normal,None,9
0916,Oinkologne,Normal,None,9
0917,Tarountula,Bug,None,9
0918,Spidops,Bug,None,9
0919,Nymble,Bug,None,9
0920,Lokix,Bug,Dark,9
0921,Pawmi,Electric,None,9
0922,Pawmo,Electric,Fighting,9
0923,Pawmot,Electric,Fighting,9
0924,Tandemaus,Normal,None,9
0925,Maushold,Normal,None,9
0926,Fidough,Fairy,None,9
0927,Dachsbun,Fairy,None,9
0928,Smoliv,Grass,Normal,9
0929,Dolliv,Grass,Normal,9
0930,Arboliva,Grass,Normal,9
0931,Squawkabilly,Normal,Flying,9
0932,Nacli,Rock,None,9
0933,Naclstack,Rock,None,9
0934,Garganacl,Rock,None,9
0935,Charcadet,Fire,None,9
0936,Armarouge,Fire,Psychic,9
0937,Ceruledge,Fire,Ghost,9
0938,Tadbulb,Electric,None,9
0939,Bellibolt,Electric,None,9
0940,Wattrel,Electric,Flying,9
0941,Kilowattrel,Electric,Flying,9
0942,Maschiff,Dark,None,9
0943,Mabosstiff,Dark,None,9
0944,Shroodle,Poison,Normal,9
0945,Grafaiai,Poison,Normal,9
0946,Bramblin,Grass,Ghost,9
0947,Brambleghast,Grass,Ghost,9
0948,Toedscool,Ground,Grass,9
0949,Toedscruel,Ground,Grass,9
0950,Klawf,Rock,None,9
0951,Capsakid,Grass,None,9
0952,Scovillain,Grass,Fire,9
0953,Rellor,Bug,None,9
0954,Rabsca,Bug,Psychic,9
0955,Flittle,Psychic,None,9
0956,Espathra,Psychic,None,9
0957,Tinkatink,Fairy,Steel,9
0958,Tinkatuff,Fairy,Steel,9
0959,Tinkaton,Fairy,Steel,9
0960,Wiglett,Water,None,9
0961,Wugtrio,Water,None,9
0962,Bombirdier,Flying,Dark,9
0963,Finizen,Water,None,9
0964,Palafin,Water,None,9
0965,Varoom,Steel,Poison,9
0966,Revavroom,Steel,Poison,9
0967,Cyclizar,Dragon,Normal,9
0968,Orthworm,Steel,None,9
0969,Glimmet,Rock,Poison,9
0970,Glimmora,Rock,Poison,9
0971,Greavard,Ghost,None,9
0972,Houndstone,Ghost,None,9
0973,Flamigo,Flying,Fighting,9
0974,Cetoddle,Ice,None,9
0975,Cetitan,Ice,None,9
0976,Veluza,Water,Psychic,9
0977,Dondozo,Water,None,9
0978,Tatsugiri,Dragon,Water,9
0979,Annihilape,Fighting,Ghost,9
0980,Clodsire,Poison,Ground,9
0981,Farigiraf,Normal,Psychic,9
0982,Dudunsparce,Normal,None,9
0983,Kingambit,Dark,Steel,9
0984,Great Tusk,Ground,Fighting,9
0985,Scream Tail,Fairy,Psychic,9
0986,Brute Bonnet,Grass,Dark,9
0987,Flutter Mane,Ghost,Fairy,9
0988,Slither Wing,Bug,Fighting,9
0989,Sandy Shocks,Electric,Ground,9
0990,Iron Treads,Ground,Steel,9
0991,Iron Bundle,Ice,Water,9
0992,Iron Hands,Fighting,Electric,9
0993,Iron Jugulis,Dark,Flying,9
0994,Iron Moth,Fire,Poison,9
0995,Iron Thorns,Rock,Electric,9
0996,Frigibax,Dragon,Ice,9
0997,Arctibax,Dragon,Ice,9
0998,Baxcalibur,Dragon,Ice,9
0999,Gimmighoul,Ghost,None,9
1000,Gholdengo,Steel,Ghost,9
1001,Wo-Chien,Dark,Grass,9
1002,Chien-Pao,Dark,Ice,9
1003,Ting-Lu,Dark,Ground,9
1004,Chi-Yu,Dark,Fire,9
1005,Roaring Moon,Dragon,Dark,9
1006,Iron Valiant,Fairy,Fighting,9
1007,Koraidon,Fighting,Dragon,9
1008,Miraidon,Electric,Dragon,9
1009,Walking Wake,Water,Dragon,9
1010,Iron Leaves,Grass,Psychic,9
1011,Dipplin,Grass,Dragon,Unknown
1012,Poltchageist,Grass,Ghost,Unknown
1013,Sinistcha,Grass,Ghost,Unknown
1014,Okidogi,Poison,Fighting,Unknown
1015,Munkidori,Poison,Psychic,Unknown
1016,Fezandipiti,Poison,Fairy,Unknown
1017,Ogerpon,Grass,None,Unknown
1018,Archaludon,Steel,Dragon,Unknown
1019,Hydrapple,Grass,Dragon,Unknown
1020,Gouging Fire,Fire,Dragon,Unknown
1021,Raging Bolt,Electric,Dragon,Unknown
1022,Iron Boulder,Rock,Psychic,Unknown
1023,Iron Crown,Steel,Psychic,Unknown
1024,Terapagos,Normal,None,Unknown
1025,Pecharunt,Poison,Ghost,Unknown
